Gene,Control Linear Regression Slope,Control Linear Regression R2,siUPF1 Linear Regression Slope,siUPF1 Linear Regression R2,Control Log Regression Slope,Control Log Regression R2,siUPF1 Log Regression Slope,siUPF1 Log Regression R2,Category
TIGD5,-0.004955189,0.977136881,-0.004536065,0.912964395,-0.018195484,0.952369581,-0.013968314,0.92784471,siUPF1-Stab
TLR4,-0.003829081,0.639547203,-0.002296395,0.879329267,-0.008070545,0.754843148,-0.004165679,0.880817419,siUPF1-Stab
TMEM11,-0.002429474,0.932491175,-0.001822583,0.9356376,-0.00451653,0.921438302,-0.003146714,0.930828679,siUPF1-Stab
TMEM115,-0.003684776,0.895853403,-0.002843191,0.830191106,-0.008224859,0.888430251,-0.005560394,0.846182413,siUPF1-Stab
TMEM138,-0.001811222,0.871536503,-0.001646337,0.949055818,-0.003170933,0.877245923,-0.002810672,0.947911023,siUPF1-Stab
TMEM169,-0.004339823,0.884843554,-0.003733375,0.885468629,-0.012523834,0.939540134,-0.009563565,0.957728784,siUPF1-Stab
TMEM223,-0.001494915,0.828784355,-0.0012295,0.844600003,-0.002477583,0.815675898,-0.001998114,0.825838136,siUPF1-Stab
TMEM229A,-0.004910226,0.964242793,-0.003694641,0.851916497,-0.016074325,0.921352634,-0.009597742,0.909513032,siUPF1-Stab
TMEM57,-0.002594542,0.910799442,-0.002417241,0.82926008,-0.004920087,0.898051849,-0.004381999,0.843586256,siUPF1-Stab
TNFRSF1A,-0.003523597,0.924244385,-0.002289951,0.933006021,-0.007688829,0.914378433,-0.004153365,0.926635131,siUPF1-Stab
TNFRSF8,-0.002211957,0.975796484,-0.001089572,0.8697576,-0.004040429,0.970026321,-0.00173225,0.874624699,siUPF1-Stab
TNFSF9,-0.005561443,0.871515157,-0.005018649,0.942654279,-0.022567662,0.855337209,-0.019609985,0.823708514,siUPF1-Stab
TOE1,-0.00146359,0.802169281,-0.00074691,0.847220748,-0.002493121,0.817474579,-0.001155927,0.849105949,siUPF1-Stab
TOR4A,-0.004252542,0.846272554,-0.003551328,0.820874092,-0.010769808,0.867791509,-0.007854974,0.872076622,siUPF1-Stab
TPRN,-0.002854158,0.883486865,-0.002029188,0.894672537,-0.00566037,0.896861749,-0.003611368,0.923418957,siUPF1-Stab
TRIM27,-0.001850242,0.921714778,-0.001615026,0.918837122,-0.003207213,0.904841125,-0.002700676,0.915171851,siUPF1-Stab
TSSC4,-0.003183374,0.970555709,-0.001948196,0.895564721,-0.006761887,0.952794938,-0.003398307,0.903615459,siUPF1-Stab
TUBBP5,-0.002215768,0.847899781,-0.001892858,0.953220763,-0.003984423,0.85078038,-0.003297538,0.95129888,siUPF1-Stab
TUFT1,-0.003530757,0.887437542,-0.003160406,0.920614145,-0.007632679,0.890376614,-0.006473384,0.914397165,siUPF1-Stab
UBE2G1,-0.001277855,0.950114292,-0.001028141,0.847027639,-0.00207136,0.946434812,-0.001610519,0.855015615,siUPF1-Stab
UFSP1,-0.004885904,0.97253349,-0.004383243,0.947019527,-0.016587739,0.890435673,-0.013220807,0.965352038,siUPF1-Stab
USP36,-0.002513506,0.950553493,-0.001979253,0.942110773,-0.00482288,0.946797927,-0.00346051,0.936415331,siUPF1-Stab
USP42,-0.004886845,0.97116336,-0.004687533,0.959431216,-0.018228783,0.981866115,-0.016146216,0.989539645,siUPF1-Stab
VENTX,-0.00387579,0.923350253,-0.003613023,0.944580912,-0.009814876,0.905818279,-0.00856976,0.973269462,siUPF1-Stab
VPS37B,-0.003592422,0.917726112,-0.002964304,0.854686852,-0.008098695,0.872754221,-0.005851186,0.874279392,siUPF1-Stab
WWTR1,-0.001743369,0.957391283,-0.001430486,0.797422563,-0.002993046,0.950546704,-0.002314812,0.812187727,siUPF1-Stab
YDJC,-0.002795753,0.939212123,-0.001583107,0.843099724,-0.005640688,0.914734675,-0.002669127,0.859406299,siUPF1-Stab
ZBED1,-0.002582812,0.967830033,-0.00235454,0.901238019,-0.004921951,0.956437903,-0.004310761,0.897939217,siUPF1-Stab
ZBTB45,-0.003061188,0.900186806,-0.002664267,0.935829736,-0.006516749,0.910688191,-0.005301357,0.97019853,siUPF1-Stab
ZC3H3,-0.002873109,0.850009833,-0.002311092,0.84404076,-0.005738621,0.837105159,-0.004191005,0.873293824,siUPF1-Stab
ZDHHC14,-0.002695272,0.76906288,-0.00161042,0.817892273,-0.005631506,0.714976672,-0.002708864,0.849269262,siUPF1-Stab
ZFAND5,-0.002543299,0.941671463,-0.002314843,0.798677851,-0.00482411,0.927256661,-0.004111863,0.819916414,siUPF1-Stab
ZFP90,-0.003265034,0.964950927,-0.00292271,0.983680584,-0.007045969,0.946325768,-0.005910986,0.96960876,siUPF1-Stab
ZHX1-C8orf76,-0.002588846,0.738587792,-0.002398926,0.749588259,-0.005134109,0.73007501,-0.00442415,0.803042506,siUPF1-Stab
ZKSCAN5,-0.002635839,0.972129184,-0.002306014,0.95786628,-0.005138235,0.947026658,-0.004250745,0.956772776,siUPF1-Stab
ZMYND19,-0.002904916,0.829295128,-0.002408642,0.965299743,-0.005956404,0.768089081,-0.004480528,0.955587296,siUPF1-Stab
ZNF142,-0.002999586,0.868153599,-0.002762275,0.933844219,-0.006354491,0.894461119,-0.005486829,0.950619533,siUPF1-Stab
ZNF16,-0.004542751,0.879954721,-0.003854389,0.904210898,-0.015486398,0.968549511,-0.010229449,0.978394424,siUPF1-Stab
ZNF225,-0.004677158,0.901494053,-0.004385242,0.883575663,-0.016318749,0.98274495,-0.014321923,0.962407936,siUPF1-Stab
ZNF239,-0.002828279,0.866913689,-0.002520689,0.916677361,-0.005899131,0.909872197,-0.004951961,0.94602715,siUPF1-Stab
ZNF263,-0.003316892,0.980812691,-0.002800309,0.970692122,-0.00722108,0.953519837,-0.005515208,0.95645217,siUPF1-Stab
ZNF282,-0.003212813,0.947008371,-0.002965756,0.979802128,-0.006844436,0.910900811,-0.006093375,0.969011848,siUPF1-Stab
ZNF296,-0.004492683,0.790077435,-0.004056682,0.73207181,-0.016258877,0.904733357,-0.012091194,0.873951569,siUPF1-Stab
ZNF3,-0.002345254,0.860142433,-0.002158013,0.977290115,-0.004547336,0.875848903,-0.003918141,0.975795856,siUPF1-Stab
ZNF316,-0.00237534,0.756449852,-0.001716469,0.825661422,-0.004556458,0.734631543,-0.002937644,0.838520814,siUPF1-Stab
ZNF324,-0.004447697,0.970818628,-0.003965222,0.974716156,-0.013713838,0.965191423,-0.010405228,0.990525021,siUPF1-Stab
ZNF324B,-0.004242936,0.96829,-0.003756705,0.904765471,-0.01210947,0.990892874,-0.009569071,0.898602,siUPF1-Stab
ZNF385A,-0.004241,0.894814868,-0.003509052,0.859930058,-0.011971104,0.82095212,-0.008329343,0.94829237,siUPF1-Stab
ZNF408,-0.004073277,0.931614393,-0.002540563,0.966330963,-0.011238407,0.978494849,-0.004966927,0.984033331,siUPF1-Stab
ZNF410,-0.003343232,0.975694861,-0.002844734,0.931733662,-0.007269104,0.948672623,-0.005567713,0.923780127,siUPF1-Stab
ZNF416,-0.004638125,0.849375999,-0.004450094,0.823336926,-0.017643097,0.959485761,-0.015416536,0.972345575,siUPF1-Stab
ZNF436,-0.004616726,0.888720105,-0.004441572,0.945208235,-0.015667472,0.97263287,-0.013785672,0.983264752,siUPF1-Stab
ZNF446,-0.003209606,0.842752023,-0.00258574,0.948380911,-0.007264522,0.776876705,-0.005089959,0.976259166,siUPF1-Stab
ZNF473,-0.004066505,0.949001102,-0.003556809,0.984246701,-0.01124319,0.955873272,-0.008287274,0.965821295,siUPF1-Stab
ZNF518B,-0.004630669,0.927220818,-0.004252245,0.973851215,-0.013729091,0.916088679,-0.012103554,0.970243684,siUPF1-Stab
ZNF521,-0.004395094,0.934493094,-0.003964355,0.954940649,-0.01271229,0.92771243,-0.010417826,0.98496554,siUPF1-Stab
ZNF57,-0.004649249,0.880953566,-0.004427379,0.790810558,-0.018452483,0.893243101,-0.015535605,0.946972239,siUPF1-Stab
ZNF574,-0.004671413,0.931531634,-0.004389953,0.922709345,-0.016523717,0.960030705,-0.013954475,0.968335257,siUPF1-Stab
ZNF581,-0.004286796,0.984084215,-0.003656767,0.984072539,-0.011726353,0.93793934,-0.008501573,0.952285706,siUPF1-Stab
ZNF628,-0.004457142,0.942670785,-0.003935135,0.760326996,-0.013836844,0.964247847,-0.010732158,0.909026628,siUPF1-Stab
ZNF667-AS1,-0.002407429,0.674533888,-0.002214736,0.761457325,-0.004593242,0.716477353,-0.004119416,0.815344344,siUPF1-Stab
ZNF668,-0.004539654,0.956403524,-0.004330448,0.971013765,-0.014024181,0.940034779,-0.012527158,0.985302996,siUPF1-Stab
ZNF680,-0.002950124,0.910442018,-0.002369041,0.897239034,-0.006286217,0.918020764,-0.004530044,0.920184908,siUPF1-Stab
ZNF689,-0.003172184,0.934531188,-0.003010179,0.991597274,-0.006990816,0.955991011,-0.006223691,0.980060202,siUPF1-Stab
ZNF70,-0.003041328,0.736268737,-0.002827335,0.785026127,-0.006962465,0.72431884,-0.005641552,0.851354248,siUPF1-Stab
